,title,revenue
2187,Breaking and Entering,5134032.495029229
2188,A Soldier's Story,15071645.76816073
2189,Bad Boys II,240756129.42142874
2190,976-EVIL,9587334.32662569
2191,The Rocketeer,60639789.59138474
2192,101 Dalmatians,113853527.15276077
2193,Barbershop: The Next Cut,72211538.85615034
2194,Heat,122218129.7354469
2195,The Dark Crystal,37376266.15350059
2196,"The Good, the Bad and the Ugly",12194231.155322574
2197,Hanna,35249476.2448072
2198,Flirting with Disaster,11723735.182208333
2199,Samson and Delilah,5528694.307323783
2200,Flashdance,20573872.44674887
2201,Black,183011.33552944934
2202,Tape,484273.95367264934
2203,Fill the Void,81124.5029212217
2204,Silent Trigger,1907954.8517485925
2205,Hustle & Flow,6943578.107273662
2206,"I'm a Cyborg, But That's OK",1505225.0502635243
2207,Cube,3225568.183916904
2208,Into the Blue,82342298.1409095
2209,Captain Ron,24649537.93145024
2210,Tsotsi,3290368.33797177
2211,Laura,4497245.949465158
2212,Legally Blonde,71864381.86728382
2213,Praying With Lior,96467.49661575734
2214,Back to School,14317419.152701845
2215,Platoon,24430261.498834297
2216,Wanted,1057493.3271512496
2217,12,5180772.617191181
2218,Diary of the Dead,4433235.628190046
2219,How to Lose Friends & Alienate People,22118933.01581837
2220,I Think I Do,176534.87652563254
2221,Pump up the Volume,6793191.52592235
2222,2001: A Space Odyssey,80923439.83488716
2223,Desmundo,117556.04460073466
2224,Divine Trash,150363.4528557661
2225,30 Minutes or Less,36448546.01647954
2226,Mad Love,4660774.685008506
2227,The Dreamers,8054709.386196734
2228,Alvin and the Chipmunks: Chipwrecked,128592394.71104956
2229,Trail of the Pink Panther,6805900.663630958
2230,Eraserhead,1647936.405374049
2231,Bandit Queen,119861.61266487715
2232,Japan Sinks,116418.35228358617
2233,Nanny McPhee,69040083.3825298
2234,Gone Baby Gone,21753808.83462797
2235,Bedtime Stories,147014985.65153497
2236,The Brave One,105634319.02894047
2237,City Lights,1999586.110975511
2238,The Man with the Iron Fists,16335392.191782977
2239,The Man with the Golden Gun,67049020.8985131
2240,Earth to Echo,17030866.811846156
2241,Danny Collins,7527093.118524328
2242,San Francisco,2889422.099557056
2243,Ninja Assassin,68592272.40190369
2244,Ginger & Rosa,675401.0532168075
2245,Two Mules for Sister Sara,15529394.625288028
2246,Street Kings,60209675.64707603
2247,Puncture,374975.0437558587
2248,Taxi,42839854.48380004
2249,Salt,119541352.90332736
2250,Encino Man,14140493.65679782
2251,Teddy Bears' Picnic,87573.95713916475
2252,Galaxina,1216676.564297046
2253,Dare,200112.13280251707
2254,Get Shorty,78885271.39100426
2255,The Great Escape,18327561.839992482
2256,The Other Side of the Door,1036770.9720722411
2257,The Butterfly Room,656421.4174754065
2258,Metro,82139117.65795448
2259,Beautiful Thing,1117264.3663968819
2260,Derailed,36620900.18668344
2261,Sparkle,7204245.676089084
2262,The Fury,23751474.16712653
2263,The TV Set,1656164.4140530038
2264,The Cement Garden,2885332.087429962
2265,The Karate Kid,33232160.222073305
2266,Lowriders,3094150.908857204
2267,An American in Paris,7988464.138746344
2268,Perfume: The Story of a Murderer,20470398.147901703
2269,The Nightmare Before Christmas,23567692.77010511
2270,The Breakfast Club,16516718.050145635
2271,The Time Traveler's Wife,57865118.377797216
2272,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",139702.31099958933
2273,Little Buddha,13749198.577214632
2274,Toys,20938805.79912399
2275,Sniper,11424418.094542641
2276,Dave Chappelle's Block Party,957257.0430711817
2277,Ghosts of the Abyss,14028950.487739688
2278,One Night with the King,5967243.75083236
2279,Winnie the Pooh and a Day for Eeyore,40326.92134532108
2280,Delirious,7614073.0651881965
2281,American Graffiti,25995851.900373675
2282,All That Heaven Allows,479260.3990463656
2283,"Elvira, Mistress of the Dark",4302191.038437325
2284,Bridget Jones's Diary,83637869.449177
2285,Stealing Home,6890544.364523097
2286,My Life,4304056.35716769
2287,Karthik Calling Karthik,216789.415655789
2288,Dilwale Dulhania Le Jayenge,28313714.600292057
2289,The Tale of Despereaux,82200362.21337728
2290,Angels & Demons,409072464.93097496
2291,Schindler's List,66384950.6912192
2292,Enchanted,153674424.27280557
2293,Emma's Bliss,255009.85617834138
2294,Frozen,474135493.4739274
2295,Charlie,1940011.9182225596
2296,Hereafter,72685256.635448
2297,Galaxy Quest,86391436.72261287
2298,Sunny,2587194.0431460473
2299,Once Were Warriors,554089.7179270062
2300,2 Days in New York,6787452.665451247
2301,Agent Cody Banks 2: Destination London,81538186.09421834
2302,Violent Cop,1243701.7219668375
2303,Heist,3388882.307911658
2304,Gloss,2044098.185621673
2305,Let's Be Cops,45422709.11898398
2306,Lara Croft Tomb Raider: The Cradle of Life,206247864.5064397
2307,Mickey,128130.85960270227
2308,The Foot Fist Way,134051.52751807543
2309,K-PAX,25995351.557719514
2310,Hard Times,2917824.4872950874
2311,Hollywood Homicide,140558801.0975369
2312,The Twilight Saga: Breaking Dawn - Part 2,427817315.75909275
2313,Red Heat,39537488.07755154
2314,Roger Dodger,690419.0631444519
2315,Onegin,23233981.39435976
2316,Michael,14178045.786154563
2317,The Cutting Edge,6531698.590784439
2318,Citizen Kane,5624450.875881672
2319,The Lawnmower Man,23862964.731825612
2320,Hachi: A Dog's Tale,12233571.65285682
2321,A Man of No Importance,872512.3597420267
2322,The Sixth Sense,79050584.3451917
2323,In the Mouth of Madness,17647613.156452462
2324,Frankenhooker,1608449.1213631872
2325,Sing Street,5617726.790074685
2326,Chicago,72703096.19037597
2327,While She Was Out,3610028.704878014
2328,Shooting Fish,2686686.1039179983
2329,Deep Impact,128985708.60015553
2330,"Niko 2 - Little Brother, Big Trouble",1477340.8893864919
2331,Opportunity Knocks,3330583.167004546
2332,Nell,28012845.3030424
2333,Shattered,25604250.00149767
2334,Mildred Pierce,4355457.490971189
2335,Foolproof,3596198.3829808244
2336,Coco Chanel & Igor Stravinsky,449375.19743938773
2337,Attack the Block,13174285.77451175
2338,Ragnarok,5739119.470810977
2339,Ghosts of Girlfriends Past,6897213.990131732
2340,Invictus,99742410.38758174
2341,Hollow Man,124853988.48610166
2342,American Gigolo,22587637.384577066
2343,The Game,53931996.61183943
2344,Gloomy Sunday,254613.53316975845
2345,Me Before You,69475181.22191808
2346,Forbidden Games,146764.44947378692
2347,Star Wars: The Clone Wars,5003705.794790134
2348,Lights in the Dusk,507456.8711326234
2349,Alan & Naomi,361152.9633846255
2350,The Muppets,105677435.28463972
2351,Graduation,742604.5931944763
2352,Funny Girl,29606707.14736083
2353,Bean,72513712.18706006
2354,The Break-Up,67835153.43655103
2355,Steel Magnolias,17580113.177704968
2356,Salsa,434028.032121964
2357,The Mother of Tears,16235895.479534322
2358,Bright Star,11775504.70498831
2359,The Nutty Professor,121430424.41310142
2360,Chaos Theory,1357917.7801111871
2361,The Lords of Flatbush,2938250.320142846
2362,The Ice Storm,23695050.28170962
2363,Eegah,1123061.8708664086
2364,Criminal,67603569.29379828
2365,The Santa Clause 2,74931311.02501103
2366,Rocky Balboa,75549118.44717802
2367,Bitter Harvest,3667483.460397992
2368,Miss Peregrine's Home for Peculiar Children,289693556.7898078
2369,Twisted,26598940.109293643
2370,Hotel Rwanda,34796347.67707402
2371,Star Trek Beyond,430328480.4969597
2372,The Neon Demon,5885466.109261756
2373,Steve Jobs,62336861.2207662
2374,Neighbors 2: Sorority Rising,92346035.86707035
2375,Star Trek: Insurrection,118432795.25427361
2376,20th Century Boys - Chapter 1: Beginning of the End,13722406.094584592
2377,The Oldest Profession,389315.0209226986
2378,Hellraiser,5667504.940767344
2379,Anywhere But Here,49362073.832735255
2380,Dolphin Tale 2,62821484.85205752
2381,This Is the End,70313122.80564721
2382,Four Eyed Monsters,141552.7923619947
2383,The Lego Batman Movie,228564858.47105932
2384,Panic Room,38658115.492132284
2385,House II: The Second Story,11467600.798966903
2386,50 to 1,1751750.08591728
2387,Bruce Almighty,185068003.57561883
2388,Rollerball,6412701.865540704
2389,Stop! Or My Mom Will Shoot,9894291.728321366
2390,WarGames,38839052.764045976
2391,"Dancer, Texas Pop. 81",151433.71839614605
2392,Hot Rod,7500294.089131833
2393,The King's Speech,16524756.057920191
2394,Charlotte Gray,1871899.921283074
2395,Spirited Away,34274554.13459093
2396,Tough Guys Don't Dance,1554855.537184354
2397,Not Fade Away,4799616.540371908
2398,,90793.10389516005
2399,Mediterraneo,3055416.4557204777
2400,Princess Mononoke,57627092.73813305
2401,Disaster Movie,28954573.960813448
2402,Vertigo,16250234.33568366
2403,Shrimp on the Barbie,451197.8571414382
2404,Rough Night,21261407.67069675
2405,Tentacles,1992869.5449598832
2406,How the Grinch Stole Christmas,130522412.92375994
2407,Snow White and the Huntsman,431235233.8197255
2408,As Good as It Gets,87656537.73456699
2409,Bad Moon,987639.8687270805
2410,Explorers,22572058.73075503
2411,Party Girl,105518.12295891407
2412,A.C.O.D.,266284.24606493855
2413,Scream 4,95021041.71870154
2414,Water for Elephants,83478470.09106976
2415,Love's Labour's Lost,13109644.334053306
2416,The Final Destination,79100304.6771666
2417,The Moth Diaries,190284.93178791163
2418,Barbarosa,131546.52456520632
2419,Transsiberian,10306411.41312222
2420,Ouija,28966848.935530856
2421,Underworld: Evolution,60234575.052758545
2422,Arthur and the Invisibles,125668884.26372473
2423,Funny People,117030228.57804377
2424,Slow Burn,7031145.788692828
2425,,9080382.143441249
2426,The General,847747.917831097
2427,Monsters,1741659.1003814568
2428,Mrs. Doubtfire,63579696.091630995
2429,The Watch,135212970.2642077
2430,Days of Glory,10853617.902373416
2431,Octopussy,78389262.46468762
2432,The Rescuers,17003699.602895286
2433,1408,44370253.95938781
2434,Soylent Green,11750358.474769387
2435,Casino Jack,10574794.52322627
2436,No Escape,36386725.45136178
2437,Parts Per Billion,1902487.0271795855
2438,Two Rabbits,1929299.6120191622
2439,The Bad News Bears,78243979.74772033
2440,Bronson,1262429.9074019263
2441,Mission to Mars,107465779.55380073
2442,Winter's Tale,84101623.32153523
2443,Dan in Real Life,43503693.86849828
2444,Mrs. Winterbourne,44092824.44762266
2445,Muppets Most Wanted,105680863.22349818
2446,Ridicule,7908491.833417196
2447,The Air Up There,7875324.754603701
2448,The Proposal,64193780.58070187
2449,The Last Word,1185551.1957315265
2450,Duel in the Sun,8197020.0175262485
2451,They Call Me Bruce?,578474.0688507505
2452,Little Fockers,168440841.80243263
2453,The Hitchhiker's Guide to the Galaxy,71769615.11049081
2454,The Concorde... Airport '79,19268827.512776416
2455,Farewell to the King,6128654.370125119
2456,Jersey Girl,38506944.31700043
2457,Fearless,2660512.305676512
2458,Gorky Park,10602758.645803995
2459,Manny & Lo,88556.10174372996
2460,The Island President,57293.76858304697
2461,The Fast and the Furious,556100.8646162697
2462,Fantastic Beasts and Where to Find Them,597024987.08915
2463,The Isle,105995.37677840677
2464,Capture the Flag,14826236.083304774
2465,The Sea Inside,11186222.006683718
2466,The Prince,14554622.884730339
2467,Abraham Lincoln: Vampire Hunter,97457572.65589538
2468,William & Kate,73524.5133237473
2469,Moana,223257055.9161468
2470,Prisoners,48317333.83822228
2471,Two for the Money,63800660.729052305
2472,Talk to Her,10930217.177167399
2473,Secret in Their Eyes,17158416.723839868
2474,City By The Sea,8926119.607235048
2475,Surviving Picasso,4529483.685375194
2476,A Countess from Hong Kong,8286032.385597386
2477,Planet of the Apes,43337071.71928975
2478,The Bucket List,30659675.519266997
2479,The Sweet Hereafter,3519449.514799659
2480,Before We Go,774298.1427008988
2481,The Best Exotic Marigold Hotel,11321990.184664752
2482,Heavenly Creatures,6352262.668838004
2483,The Dukes of Hazzard,104479940.86608487
2484,Watership Down,1310704.5501624877
2485,Enemy,1389555.9902035054
2486,Star Wars: Episode I - The Phantom Menace,524812301.38000524
2487,Serving Sara,67545186.85694313
2488,Shorts,10306625.753145067
2489,Welcome,636156.0053678745
2490,Train to Busan,10988199.79255397
2491,3 Idiots,11033154.354093939
2492,Marshland,5838017.559986184
2493,Dopamine,135048.1196539472
2494,The Contract,7950380.827761323
2495,Sleeping Beauty,12004734.45557049
2496,The Crow: City of Angels,24445463.472854238
2497,Paradise Now,222143.5425200299
2498,In Time,69094555.82250322
2499,Critters 2,20768519.406839628
2500,Butter,894594.7633644622
2501,Chopper,800588.497313591
2502,The Pebble and the Penguin,4764237.011638798
2503,It's a Wonderful Life,16984992.16219854
2504,The Blackcoat's Daughter,303968.35207172344
2505,DragonHeart,196765522.10265762
2506,Hell or High Water,10746623.56183152
2507,After the Sunset,85232050.82305673
2508,Star Trek: Nemesis,125604204.48173407
2509,The Sword in the Stone,9841185.784467133
2510,Gemma Bovery,990927.4761408921
2511,Savages,88409013.34525356
2512,I Was a Teenage Werewolf,985290.4947742788
2513,Glitter,22029276.909674637
2514,In My Country,1474125.1526949331
2515,Maheshinte Prathikaaram,628614.8457227548
2516,Flushed Away,97904349.35227463
2517,Loving,6189039.926664704
2518,Jack Reacher: Never Go Back,165386811.02713928
2519,Glukhar v kino,124062.44211577009
2520,Stoker,27510064.35830699
2521,Putty Hill,87717.7530194752
2522,Watchmen,196176017.93639648
2523,Terminator 2: Judgment Day,260569346.12883073
2524,National Lampoon's Vacation,56802660.84344079
2525,Restless,11834671.449925289
2526,Na Maloom Afraad,76243.33369611583
2527,North Country,48400528.037296265
2528,The Treasure,145631.12713062315
2529,Monster Trucks,166979462.2748654
2530,Enchanted April,1064679.1854914199
2531,The Entity,4901353.940892708
2532,White Squall,60578121.2994239
2533,Madagascar 3: Europe's Most Wanted,193777597.4182506
2534,On the Job,635554.4506701231
2535,Generation 1000 Euros,645734.4130148863
2536,Enter the Dragon,14052394.001973487
2537,Return of the Living Dead 3,4803429.574716788
2538,Gone in Sixty Seconds,135986612.81360623
2539,An American Werewolf in London,25435731.436254084
2540,Blackhat,130677417.2323527
2541,Too Late,386262.39827320154
2542,Flypaper,3629530.4199721287
2543,Crank,22482317.46979664
2544,This Is Not an Exit: The Fictional World of Bret Easton Ellis,80368.874104835
2545,Blame It on Rio,5142490.831573237
2546,INLAND EMPIRE,681139.8031650273
2547,Udta Punjab,6640145.445930021
2548,The Darkest Hour,42406148.63950983
2549,Big Trouble,36700439.03965157
2550,The Fog,3006119.5921274964
2551,The Way Back,31269512.466290418
2552,Godsend,26352021.628895313
2553,A Perfect Day,2111719.906661465
2554,District 13: Ultimatum,28354772.375377472
2555,Little Monsters,13281670.325099953
2556,The Night Flier,3589761.1201644726
2557,The Hunger Games: Catching Fire,490284532.7362186
2558,Fraternity Vacation,1222613.3973917596
2559,The Armstrong Lie,187588.44690822612
2560,Turbo: A Power Rangers Movie,23232601.797270983
2561,Role Models,49511787.99358395
2562,The Arbor,134777.3065865416
2563,Dahmer,568048.112124583
2564,Before Sunrise,16430101.162766512
2565,Wolfen,4402606.983366443
2566,Feast,13890717.358415417
2567,Woman in Gold,20242393.16149571
2568,Rendition,27244973.84966123
2569,How the West Was Won,24812081.565630227
2570,Flight of the Phoenix,85118677.9963564
2571,Turkish Passion,549544.2813294112
2572,The Rundown,95695228.20616865
2573,Any Which Way You Can,4619508.513152787
2574,2 Fast 2 Furious,108458475.44514433
2575,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,60033981.71991456
2576,August: Osage County,28150933.423973035
2577,Say Anything...,14750037.423713338
2578,Tea with Mussolini,3804395.4016332775
2579,Tupac: Resurrection,1360172.5385174141
2580,Cosmopolis,13827581.5366674
2581,The Big Hit,21276554.298054505
2582,The Dark Half,42942561.29700721
2583,Romeo Is Bleeding,23448226.503859263
2584,Roommates,10408185.31803643
2585,Higher Ground,408847.60101306776
2586,The Frisco Kid,22478748.921175316
2587,Taken 3,138183643.71223223
2588,The Relic,34693944.3635473
2589,A Night in the Life of Jimmy Reardon,568698.9714462344
2590,The Orphanage,2819495.3104335847
2591,Heartbeeps,2892479.3944881987
2592,The Protector,10977443.494612427
2593,Rambling Rose,2163145.0406143684
2594,Grease,29449674.53852952
2595,Eragon,142007278.0541593
2596,Frances,1372367.09303936
2597,Love Story 2050,5336139.927646984
2598,How Green Was My Valley,5958975.473113095
2599,The French Lieutenant's Woman,3040631.186070311
2600,Leap Year,31195367.849595346
2601,Universal Soldier: The Return,72429667.00015725
2602,Michael Jordan to the Max,484582.42180356407
2603,Fantasia,14358961.848614309
2604,Flags of Our Fathers,160169917.61025193
2605,Hostage,73647704.79230867
2606,The Light Between Oceans,25301759.380118906
2607,Ponyo,29333652.585307524
2608,Prizzi's Honor,6129855.032449456
2609,Vicky Cristina Barcelona,19551961.576972194
2610,Wind,48562275.03857086
2611,Monsters University,398074729.88386446
2612,Reservoir Dogs,10508571.782655159
2613,Jane Austen's Mafia!,13084331.53397641
2614,CHiPS,43502919.53407139
2615,The Osterman Weekend,4087103.4081617557
2616,Meet the Robinsons,212359854.26536474
2617,The Invention of Lying,32430435.676699094
2618,The Sitter,42445549.796442054
2619,Living in Oblivion,1377913.3516555433
2620,Under Suspicion,32213023.199334223
2621,Blown Away,8847932.401337277
2622,DOA: Dead or Alive,8230826.151559362
2623,Terminator Salvation,269440016.98726684
2624,Gas Food Lodging,692473.1406379186
2625,Julia's Eyes,1574643.8879097553
2626,The Notebook,80849627.8783996
2627,The Greatest Game Ever Played,43943921.46225874
2628,Planet of the Apes,206193967.55085054
2629,The Final Countdown,4604906.76348436
2630,Sleepless,17254711.656737544
2631,T2 Trainspotting,51390594.95498383
2632,A Royal Affair,8019038.050604483
2633,Bad Milo,2251263.81392474
2634,Natural Born Killers,66230112.16642965
2635,Holy Matrimony,4276636.9206415545
2636,The In-Laws,2986749.1683591604
2637,Small Soldiers,58358866.08925809
2638,A Long Way Down,4204114.630088349
2639,Bad Medicine,1884837.8287419493
2640,The Box,68569372.92841612
2641,Auto Focus,3980856.332130828
2642,Nights of Cabiria,995644.534333943
2643,Harry Potter and the Order of the Phoenix,554879679.7079973
2644,Baahubali: The Beginning,74175690.33450182
2645,"Greystoke: The Legend of Tarzan, Lord of the Apes",8036875.545316084
2646,Mere Brother Ki Dulhan,9434784.641505968
2647,Taking Lives,60736321.42713514
2648,The House of Yes,1130236.8851793485
2649,The Core,108330761.94936748
2650,Beauty Shop,43301514.30944663
2651,Redacted,568290.4813150945
2652,Superman III,115161680.84443858
2653,TMNT,59581873.807953775
2654,The Hundred-Foot Journey,49223598.5166014
2655,Harry Potter and the Goblet of Fire,565810474.2282348
2656,For Colored Girls,393047.72325068264
2657,"To Wong Foo, Thanks for Everything! Julie Newmar",13995962.407954255
2658,Magic Mike,12371819.231978018
2659,Into the Woods,93040580.08587366
2660,The Boy and the Beast,4823364.20317544
2661,The Hunger Games,487499785.05044246
2662,Tucker and Dale vs Evil,3602465.5114244064
2663,Headhunters,1348530.8942104357
2664,The Fountain,59019518.0868597
2665,The Newton Boys,11536943.902842473
2666,Death Wish,24437799.994446687
2667,Wrecked,436566.5802150414
2668,Everything Must Go,1052722.6666941347
2669,Jupiter Ascending,284705485.22893184
2670,"Paris, je t'aime",6245025.708762489
2671,The Breath,1736076.5343369055
2672,The Shining,77705354.39132246
2673,13 Sins,11988841.884603925
2674,Phoonk,318518.1408595968
2675,The Myth Of Fingerprints,395620.40019129706
2676,Philadelphia,67786806.59308176
2677,I Am Number Four,73689473.16498873
2678,Deadtime Stories,490314.86883061763
2679,Police Academy,31287380.614403255
2680,Pirates of the Caribbean: Dead Men Tell No Tales,645370039.7754961
2681,Sirens,1657028.9688259896
2682,Now You See Me 2,306186979.32811666
2683,The Guilt Trip,64443047.74711882
2684,Best of the Best 2,3408702.6616727533
2685,The New Year's Rate Plan,1152025.7922260654
2686,Spy Kids: All the Time in the World,75144281.7810687
2687,Return of the Living Dead Part II,9259318.726855516
2688,The Money Pit,21750212.693863243
2689,The Nun's Story,7617093.689967058
2690,Birdman,28512264.15323654
2691,Up,189044267.16086745
2692,Saw V,44590917.60887896
2693,The Neverending Story II: The Next Chapter,54274732.96581115
2694,Bigger Stronger Faster*,2190446.668221112
2695,Maximum Risk,31857380.30177337
2696,Viva Riva!,23137.280427513302
2697,Bangalore Days,3459394.496849138
2698,Pelli Choopulu,566491.0260494614
2699,Transporter 3,46011316.65136267
2700,Eye of the Needle,4158470.2329975357
2701,Jungle Fever,31862305.970609006
2702,Anchorman: The Legend of Ron Burgundy,53077907.88739781
2703,French Connection II,38244173.35266535
2704,Death Defying Acts,8502740.116136318
2705,Pure Country 2: The Gift,329889.75801643287
2706,Dungeons & Dragons,44367074.519498274
2707,Dr. Horrible's Sing-Along Blog,2636914.8906377563
2708,Kindergarten Cop,18694775.32794895
2709,Things to Come,1063141.7011311445
2710,Gangs of Wasseypur,7083568.486109838
2711,Vanilla Sky,113276411.90256892
2712,The Sugarland Express,9555406.034357738
2713,To Live and Die in L.A.,13270614.7169493
2714,Boj S Tenyu 2: Revansh,4443456.210740987
2715,Ed Gein,82725.06174770623
2716,A Cry in the Dark,10144157.991981082
2717,Jimmy P.,3655674.568476768
2718,Proof,25184104.902687363
2719,Arbitrage,16080887.568965267
2720,The Gunman,46379930.31033651
2721,Barbie in 'A Christmas Carol',605073.1250381905
2722,Resident Evil: Extinction,29905566.66901131
2723,Yakuza Apocalypse,996688.5704506087
2724,Hanna K.,413767.7721915592
2725,Under Siege,65503292.254526824
2726,Sleepy Hollow,107120886.93075845
2727,Strange Magic,12003688.008830464
2728,A.I. Artificial Intelligence,185318971.92209893
2729,The Hollars,3699005.9113884857
2730,Bablo,136965.258087959
2731,The Believers,6331492.842182748
2732,Jason's Lyric,2575839.6572652035
2733,Just Married,24109555.179068122
2734,Magicians,2325615.51158232
2735,Labyrinth,31220633.099466383
2736,Bangkok Dangerous,19191927.30979075
2737,Bandidas,57378833.6804834
2738,The Mosquito Coast,16893087.229008786
2739,Sultan,9278462.76926553
2740,Yogi Bear,56671426.17358601
2741,Piranha 3D,51593067.57329687
2742,Gossip,28700001.22952602
2743,LUV,104246.7796292205
2744,Smart People,5010201.518533803
2745,Bajrangi Bhaijaan,16110391.542984562
2746,The House on Sorority Row,1099450.6890869976
2747,"You, Me and Dupree",96222755.83356917
2748,Halloween,64518521.42644532
2749,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",57180790.20199451
2750,The Imaginarium of Doctor Parnassus,21225473.52813817
2751,Gymkata,4404116.210166672
2752,Total Recall,213811873.48288298
2753,Return to Me,21103814.003678765
2754,Contagion,76862695.50007547
2755,Jennifer Eight,12944568.178210046
2756,Goemon,4981443.104907565
2757,The Matriarch,249281.5727808827
2758,To Be or Not to Be,21032588.681735076
2759,On the Other Side of the Tracks,435648.0653664036
2760,Big Sur,103893.22147990002
2761,The Chronicles of Riddick,54214711.746486716
2762,Insomnia,32059715.686217196
2763,Ghost in the Shell: The New Movie,2292461.5935583953
2764,Firestarter,44142286.692221105
2765,The Lucky One,42898438.12511432
2766,The Company,9402138.959146047
2767,Romancing the Stone,21495222.484186836
2768,Fifty Shades Darker,178035252.25869164
2769,Diggstown,7111390.601482248
2770,Employee of the Month,28206096.12813114
2771,The Silence of the Lambs,18081080.250295885
2772,War of the Worlds,283482695.8332356
2773,The Ghost Writer,34831962.03245569
2774,The Messengers,49594188.64115154
2775,The Oranges,1191563.456759661
2776,Basic Instinct 2,113347543.96850426
2777,Moneyball,103122237.7678163
2778,Godzilla,149854287.48625153
2779,Reform School Girls,985009.9283738277
2780,He's Just Not That Into You,79947182.85161352
2781,The Omen,35529560.67084406
2782,The Thing,80118392.83513074
2783,Kabadayı,119733.51022466041
2784,Indecent Proposal,68496461.72070168
2785,Road House,20689150.234885383
2786,Conspiracy Theory,145020135.28534177
2787,The Babysitters,615875.9942083327
2788,Pawn Sacrifice,19554552.66779863
2789,Failure to Launch,79173807.35707308
2790,Vacation,110133734.83266594
2791,Special 26,6901802.714388993
2792,Fright Night Part 2,4741981.9809469525
2793,Kingpin,51302256.46176366
2794,Hairspray,76330967.75250423
2795,The Shootist,15365129.825369908
2796,Firefox,20902068.129413296
2797,Julia,100394.09255279783
2798,The Departed,154552435.12975794
2799,The Star,270312.0480699263
2800,Veer-Zaara,9623681.564262798
2801,What Have I Done to Deserve This?,1014491.8352302962
2802,The deputy,234447.2412944168
2803,Star Trek,365583389.7013623
2804,The Class,2901179.745385916
2805,Death Machine,3863421.760018105
2806,Wild,42998842.57736447
2807,The Name of the Rose,20805062.004277363
2808,The Accidental Spy,4176871.8223278937
2809,Chariots of the Gods,98708.45987070535
2810,Behind the Mask: The Rise of Leslie Vernon,1096453.8590490164
2811,Taken,68266007.21612084
2812,Moonraker,143545880.47585702
2813,Dreamscape,2908089.288185559
2814,Shaft's Big Score!,6031340.129243599
2815,Moscow on the Hudson,4388220.633898681
2816,Marguerite,325149.13047577767
2817,In a Valley of Violence,1044334.5282951298
2818,The Red Violin,14505615.862077257
2819,Ghost in the Shell 2: Innocence,3625653.2737139333
2820,Strictly Business,394129.90341001254
2821,Unmistaken Child,11002.902453175295
2822,Don't Be Afraid of the Dark,32494500.26709009
2823,The Help,42924966.8587399
2824,Heavyweights,16507195.488178853
2825,Mother,5277200.854633883
2826,Crazy on the Outside,402149.5760177294
2827,Kingdom of Heaven,195600638.77239028
2828,The Rite,47316950.60218069
2829,Shaun of the Dead,21277762.40624165
2830,There's Something About Mary,63698798.028989546
2831,Next Friday,46596728.8561457
2832,Alatriste,16910368.378568303
2833,Irreversible,2039393.258492383
2834,Hard,71483.48571990764
2835,Secret Window,63853105.36625141
2836,The Danish Girl,27378045.14095908
2837,"Niagara, Niagara",80577.95896084367
2838,Pride & Prejudice,61078808.702714965
2839,The Letters,284403.20210795436
2840,Shoot 'Em Up,59317701.46083764
2841,Igor,30088286.64295798
2842,Police Academy: Mission to Moscow,16782615.5067149
2843,Trophy Wife,1047280.248313938
2844,Frau Müller muss weg!,217781.19765972265
2845,Nightmares,5001526.636861209
2846,The Ghost and the Darkness,52312465.08464395
2847,The Number 23,40653825.40232851
2848,Shabd,209291.17960179667
2849,In the Name of the Father,25252561.0000975
2850,Stay Hungry,7093520.375693693
2851,Family Business,9702464.317509968
2852,Michael Collins,32011701.38351525
2853,A Nightmare on Elm Street 4: The Dream Master,26648489.272733502
2854,Executive Decision,115412972.9327139
2855,Irrational Man,4940603.722674937
2856,Thor,465796774.6429587
2857,Paradise: Hope,321411.86333787494
2858,Delivery Man,54276269.271821514
2859,Happily N'Ever After,105563946.31069425
2860,Smiley Face,178756.42597928678
2861,The Golden Voyage of Sinbad,11096598.88198367
2862,Red Tails,72529625.2738358
2863,The Da Vinci Code,335476974.9572222
2864,Hard to Be a God,5309829.950943171
2865,Sarah's Key,2969099.405046365
2866,Ong Bak 3,1616194.5858045723
2867,Behind the Candelabra,22205601.86080893
2868,Run Lola Run,2488337.87238698
2869,Party Girl,274317.4023584059
2870,Howl's Moving Castle,34596349.67708127
2871,Hook,162507636.50563473
2872,Nymphomaniac: Vol. II,6032921.092127498
2873,Pieces,1278205.5374238892
2874,The Cave,27763639.016820744
2875,Bad Santa,74499196.0924568
2876,Good Guys Wear Black,1690001.529490565
2877,Ronin,65225767.10157598
2878,Robot & Frank,1730651.2238803557
2879,Drag Me to Hell,59200200.153978616
2880,Lethal Weapon 3,116787843.74973159
2881,The Smurfs,228087030.3507112
2882,Barb Wire,1611030.983944861
2883,Memento,30367774.01672898
2884,The Wanderers,3532290.6233796845
2885,The Strangers,8704482.3861592
2886,Dead Men Don't Wear Plaid,12716693.803771345
2887,South Pacific,5504183.767858125
2888,The Black Stallion Returns,1714877.6194057884
2889,Annie Hall,19353573.003960032
2890,Your Highness,38935492.98536889
2891,Who's Afraid of Virginia Woolf?,7697256.781508647
2892,Monsieur Lazhar,806453.1096077738
2893,Sinbad: Legend of the Seven Seas,50631798.443429895
2894,Twilight Zone: The Movie,17942899.19863549
2895,D-Tox,81149051.58641069
2896,Fat Pizza,268787.6120941426
